1	1222705020	
2	1222706009	13
3	1222706026	20
4	1322705013	30
5	1322705040	
6	1322705052	
7	1322706004	70
8	1322706019	
9	1422705008	25
10	1422705017	20
11	1422705020	35
12	1422705045	
13	1422705056	0
14	1422706014	5
15	1522705001	
16	1522705003	13
17	1522705009	
18	1522705011	
19	1522705013	35
20	1522705026	
21	1522705031	35
22	1522705047	20
23	1522705048	63
24	1522705051	45
25	1522705319	
26	1522706002	48
27	1522706004	50
28	1522706006	100
29	1522706009	50
30	1522706013	10
31	1522706017	70
32	1622705010	
33	1622705013	50
34	1622705017	
35	1622705021	55
36	1622705027	15
37	1622705029	35
38	1622705033	20
39	1622705044	40
40	1622705049	70
41	1622705054	58
42	1622705059	40
43	1722705012	0
