Gömülü sistemler 2. Öğr. Arasınav
1		1222705020		
2		1222706009		15
3		1222706026		24
4		1322705013		32
5		1322705040		4
6		1322705052		
7		1322706004		15
8		1322706019		3
9		1422705008		27
10		1422705017		20
11		1422705020		23
12		1422705045		7
13		1422705056		21
14		1422706014		1
15		1522705001		4
16		1522705003		6
17		1522705009		0
18		1522705011		1
19		1522705012		48
20		1522705013		9
21		1522705026		33
22		1522705031		32
23		1522705044		45
24		1522705046		47
25		1522705047		20
26		1522705048		5
27		1522705051		37
28		1522705319		12
29		1522706002		38
30		1522706003		45
31		1522706004		25
32		1522706006		39
33		1522706008		72
34		1522706009		22
35		1522706013		14
36		1522706015		69
37		1522706017		23
38		1622705003		69
39		1622705009		48
40		1622705010		12
41		1622705013		13
42		1622705017		13
43		1622705019		20
44		1622705021		55
45		1622705027		22
46		1622705029		1
47		1622705033		22
48		1622705036		32
49		1622705040		47
50		1622705044		1
51		1622705049		31
52		1622705054		40
53		1622705059		1
54		1722705012		0
