Gömülü sistemler 2. Öğr. Final
1222705020		
1222706009		25
1222706026		0
1322705013		20
1322705040		10
1322705052		
1322706004		2
1322706019		
1422705008		10
1422705017		
1422705020		10
1422705045		0
1422705056		1
1422706014		1
1522705001		
1522705003		0
1522705009		
1522705011		
1522705012		40
1522705013		0
1522705026		0
1522705031		22
1522705044		35
1522705046		30
1522705047		2
1522705048		5
1522705051		12
1522705319		0
1522706002		2
1522706003		40
1522706004		1
1522706006		17
1522706008		23
1522706009		1
1522706013		0
1522706015		35
1522706017		27
1622705003		72
1622705009		57
1622705010		2
1622705013		0
1622705017		0
1622705019		20
1622705021		22
1622705027		0
1622705029		1
1622705033		13
1622705036		22
1622705040		47
1622705044		
1622705049		1
1622705054		15
1622705059		15
1722705012		0
